,name,time,perc
3511,Ben10n,393.9629000000001,0.004995413259451302
3512,st1gmatic,393.9586666666666,0.004995359581174831
3513,Shadowest,393.4999,0.004989542462127173
3514,BananaBadada,393.38585,0.004988096318639447
3515,Shadrine,393.3784166666666,0.004988002064657928
3516,Eddiebedz,393.2860833333333,0.0049868312865018576
3517,Lyan2619,393.22265,0.004986026957682
3518,DatBoiMikey,392.97271666666666,0.004982857826052315
3519,ChaosElectron,392.85753333333327,0.004981397312002385
3520,Splutra,392.5889833333333,0.004977992122755313
3521,Dayinite,392.0711666666666,0.00497142625515044
3522,Algicci,392.04524999999995,0.004971097634205911
3523,Gune,392.04474999999996,0.004971091294251997
3524,Beware19,391.84139999999996,0.004968512834995277
3525,Ell1ngen2,391.7336499999999,0.004967146574926864
3526,Otisey,391.38213333333323,0.004962689375993703
3527,Senduz,391.26014999999984,0.004961142638570546
3528,Slayde,391.17526666666663,0.004960066325727791
3529,LillyRose25,391.1196166666667,0.004959360688857191
3530,vegzethun533,391.03156666666666,0.004958244222972981
3531,NameNet,391.0010833333333,0.004957857697116039
3532,Finn_The_Human22,390.8175166666666,0.004955530088702506
3533,Tree_Meister,390.7396333333333,0.004954542535214541
3534,Maussiegamer,389.99994999999996,0.0049451634187263425
3535,xyz_omega,389.9308,0.004944286603100072
3536,gigilowanananac,389.78465,0.0049424334345710835
3537,Diberus,389.7189166666667,0.004941599941963224
3538,FLLMALL,389.6480833333334,0.004940701781825443
3539,bunny_shovevani,389.60299999999995,0.00494013012931422
3540,matyonami,389.5542499999999,0.004939511983807629
3541,KILLAQUEEN123,389.3139499999999,0.004936465001956683
3542,Aintaweeb,389.14596666666665,0.004934334988773462
3543,AbuSirs,388.96703333333335,0.00493206613059953
3544,ZentrasHD,388.96659999999997,0.004932060635972804
3545,CalamitySteel,388.5855166666667,0.004927228534431545
3546,nepter1,388.2343666666667,0.004922775984797921
3547,AMINELEONARDD,388.1858166666666,0.004922160375272895
3548,YoFishIsCool,387.99801666666673,0.004919779088582894
3549,liamjm7085,387.90543333333324,0.004918605140449863
3550,Turei_1199,387.8954833333333,0.00491847897536698
